,datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
5753,20170103,HSI,22150.40039,22150.40039,21993.35938,22189.31055,21883.82031,1302378400
5754,20170104,HSI,22134.4707,22134.4707,22201.08008,22228.06055,22076.63086,1437672200
5755,20170105,HSI,22456.68945,22456.68945,22302.64063,22483.00977,22230.31055,1830652300
5756,20170106,HSI,22503.00977,22503.00977,22583.28906,22605.66016,22445.7793,1389973700
5757,20170109,HSI,22558.68945,22558.68945,22561.10938,22626.42969,22476.34961,1303532900
5758,20170110,HSI,22744.84961,22744.84961,22561.16992,22744.84961,22549.85938,1422515900
5759,20170111,HSI,22935.34961,22935.34961,22816.00977,22944.58008,22767.36914,1554104200
5760,20170112,HSI,22829.01953,22829.01953,22956.43945,22971.49023,22751.66992,1454667000
5761,20170113,HSI,22937.38086,22937.38086,22879.57031,22971.44922,22859.2793,1371840300
5762,20170116,HSI,22718.15039,22718.15039,22895.35938,22908.85938,22657.34961,1313357700
5763,20170117,HSI,22840.9707,22840.9707,22819.86914,22867.83984,22710.92969,1019618000
5764,20170118,HSI,23098.25977,23098.25977,22889.33008,23151.75,22882.01953,1689344500
5765,20170119,HSI,23049.96094,23049.96094,23104.34961,23104.34961,22941.96094,1174126300
5766,20170120,HSI,22885.91016,22885.91016,22966.5293,22987.67969,22858.25,1207476100
5767,20170123,HSI,22898.51953,22898.51953,22926.30078,23068.08008,22861.28906,1068403800
5768,20170124,HSI,22949.85938,22949.85938,22965.25,22986.44922,22907.7793,1462887100
5769,20170125,HSI,23049.11914,23049.11914,23066.40039,23066.40039,22961.38086,1185813200
5770,20170126,HSI,23374.16992,23374.16992,23173.46094,23386.41016,23145.31055,1856554500
5771,20170127,HSI,23360.7793,23360.7793,23339.15039,23397.08984,23307.05078,777897700
5772,20170131,HSI,23360.7793,23360.7793,23339.15039,23397.08984,23307.05078,777897700
5773,20170201,HSI,23318.39063,23318.39063,23211.88086,23318.39063,23082.61914,1515037600
5774,20170202,HSI,23184.51953,23184.51953,23309.46094,23439.01953,23131.36914,987795900
5775,20170203,HSI,23129.21094,23129.21094,23216.9707,23226.91992,22997.46094,1339282100
5776,20170206,HSI,23348.24023,23348.24023,23239.28906,23348.24023,23149.69922,1439947300
5777,20170207,HSI,23331.57031,23331.57031,23287.89063,23403.59961,23256.68945,1523355600
5778,20170208,HSI,23485.13086,23485.13086,23284.75977,23520.76953,23160.99023,2601105500
5779,20170209,HSI,23525.14063,23525.14063,23533.51953,23644.63086,23489.65039,2741007400
5780,20170210,HSI,23574.98047,23574.98047,23645.90039,23718.4707,23573.84961,2143167300
5781,20170213,HSI,23710.98047,23710.98047,23664.5293,23751.91992,23615.39063,1990274600
5782,20170214,HSI,23703.00977,23703.00977,23695.28906,23735.10938,23614.4707,1957113500
5783,20170215,HSI,23994.86914,23994.86914,23771.94922,24067.61914,23771.94922,3843901700
5784,20170216,HSI,24107.69922,24107.69922,24139.31055,24161.39063,23969.57031,3806666400
5785,20170217,HSI,24033.74023,24033.74023,24077.86914,24106.33984,23944.67969,2302691000
5786,20170220,HSI,24146.08008,24146.08008,24066,24202.33984,24022.15039,1936955000
5787,20170221,HSI,23963.63086,23963.63086,24174.10938,24213.64063,23909.15039,1839886700
5788,20170222,HSI,24201.96094,24201.96094,24059.08984,24201.96094,23999.55078,2230148000
5789,20170223,HSI,24114.85938,24114.85938,24122.17969,24216.5293,24046.91016,1880958700
5790,20170224,HSI,23965.69922,23965.69922,24115.60938,24121.91016,23958.13086,1750717000
5791,20170227,HSI,23925.05078,23925.05078,23941.81055,24067.67969,23822.88086,1727456200
5792,20170228,HSI,23740.73047,23740.73047,23952.64063,24007.81055,23740.73047,1666247300
5793,20170301,HSI,23776.49023,23776.49023,23849.2207,23857.2793,23730.05078,1648831300
5794,20170302,HSI,23728.07031,23728.07031,24044.48047,24080.86914,23694.33008,2111361200
5795,20170303,HSI,23552.7207,23552.7207,23618.35938,23635.24023,23511.59961,2387983900
5796,20170306,HSI,23596.2793,23596.2793,23600.49023,23691.05078,23574.2793,1442731400
5797,20170307,HSI,23681.07031,23681.07031,23630.34961,23728,23585.76953,1282674500
5798,20170308,HSI,23782.26953,23782.26953,23627.2793,23816.23047,23563.14063,1823218000
5799,20170309,HSI,23501.56055,23501.56055,23667.76953,23673.58008,23456.06055,1781279500
5800,20170310,HSI,23568.66992,23568.66992,23534.98047,23603.76953,23438.85938,1534086200
5801,20170313,HSI,23829.66992,23829.66992,23643.30078,23877.58984,23567.92969,2016201800
5802,20170314,HSI,23827.94922,23827.94922,23871,23918.11914,23768.33984,1857167800
5803,20170315,HSI,23792.84961,23792.84961,23705.07031,23842.81055,23645.50977,1352441800
5804,20170316,HSI,24288.2793,24288.2793,24101.98047,24288.2793,24003.75,2576719000
5805,20170317,HSI,24309.92969,24309.92969,24376.13086,24385.81055,24237.9707,2512650300
5806,20170320,HSI,24501.99023,24501.99023,24312.57031,24501.99023,24312.57031,1716660600
5807,20170321,HSI,24593.11914,24593.11914,24565.73047,24656.65039,24500.34961,2055170800
5808,20170322,HSI,24320.41016,24320.41016,24336.33008,24380.41992,24207.09961,2136581500
5809,20170323,HSI,24327.69922,24327.69922,24381.03906,24466.73047,24271.25977,1795481600
5810,20170324,HSI,24358.26953,24358.26953,24396.41016,24420.76953,24263.16992,1784280200
5811,20170327,HSI,24193.69922,24193.69922,24235.68945,24434.90039,24138.7793,1730336000
5812,20170328,HSI,24345.86914,24345.86914,24329.16992,24360,24274.51953,1506216800
5813,20170329,HSI,24392.05078,24392.05078,24470.66016,24470.66016,24330.69922,1834977400
5814,20170330,HSI,24301.08984,24301.08984,24429.11914,24431.11914,24250.40039,1768917100
5815,20170331,HSI,24111.58984,24111.58984,24305.5293,24329.98047,24105.38086,1733165500
5816,20170403,HSI,24261.48047,24261.48047,24236.56055,24261.48047,24162.55078,1708951000
5817,20170404,HSI,24261.48047,24261.48047,24236.56055,24261.48047,24162.55078,1708951000
5818,20170405,HSI,24400.80078,24400.80078,24370.94922,24400.80078,24166.00977,2697900400
5819,20170406,HSI,24273.7207,24273.7207,24310.41016,24381.63086,24210.68945,1722179300
5820,20170407,HSI,24267.30078,24267.30078,24247.00977,24268.39063,23982.40039,2253021500
5821,20170410,HSI,24262.17969,24262.17969,24302.00977,24314.66016,24215.53906,1193963800
5822,20170411,HSI,24088.46094,24088.46094,24280.86914,24318.15039,24007.84961,1803272800
5823,20170412,HSI,24313.5,24313.5,24068.91016,24313.5,23994.13086,1534864800
5824,20170413,HSI,24261.66016,24261.66016,24173.41992,24378.38086,24158.16016,1334077800
5825,20170417,HSI,24261.66016,24261.66016,24173.41992,24378.38086,24158.16016,1334077800
5826,20170418,HSI,23924.53906,23924.53906,24268.16992,24276.31055,23892.58984,1552809600
5827,20170419,HSI,23825.88086,23825.88086,23875.98047,23893.14063,23723.86914,1568253100
5828,20170420,HSI,24056.98047,24056.98047,23851.01953,24058.86914,23827.07031,1512891800
5829,20170421,HSI,24042.01953,24042.01953,24143.03906,24190.14063,23991.86914,1345955400
5830,20170424,HSI,24139.48047,24139.48047,24185.75977,24206.43945,23958.17969,1338069100
5831,20170425,HSI,24455.93945,24455.93945,24204.7793,24455.93945,24201.91016,1880693800
5832,20170426,HSI,24578.42969,24578.42969,24563.25,24637.84961,24515.23047,1668740700
5833,20170427,HSI,24698.48047,24698.48047,24663.09961,24717.43945,24455.11914,1567031000
5834,20170428,HSI,24615.13086,24615.13086,24691.28906,24697.0293,24563.76953,1181584600
5835,20170502,HSI,24696.13086,24696.13086,24773.80078,24773.80078,24577.33008,1605780100
5836,20170503,HSI,24696.13086,24696.13086,24773.80078,24773.80078,24577.33008,1605780100
5837,20170504,HSI,24683.88086,24683.88086,24680.44922,24683.88086,24530.92969,1760179900
5838,20170505,HSI,24476.34961,24476.34961,24625.34961,24634.2793,24358.7207,2024201800
5839,20170508,HSI,24577.91016,24577.91016,24604.28906,24624.21094,24476.19922,1357855500
5840,20170509,HSI,24889.0293,24889.0293,24656.94922,24889.83008,24548.9707,1381056000
5841,20170511,HSI,25125.55078,25125.55078,25101.5293,25203.53906,25024.75977,1642633800
5842,20170512,HSI,25156.33984,25156.33984,25126.48047,25211.2793,25087.32031,1417408900
5843,20170515,HSI,25371.58984,25371.58984,25233.31055,25385.7207,25213.4707,2212734400
5844,20170516,HSI,25335.93945,25335.93945,25413.34961,25413.34961,25228.46094,1797601700
5845,20170517,HSI,25293.63086,25293.63086,25355.75977,25374.94922,25245.43945,1512406100
5846,20170518,HSI,25136.51953,25136.51953,25034.18945,25263.81055,25025.05078,1677298400
5847,20170519,HSI,25174.86914,25174.86914,25171.66016,25266.2207,25124.06055,1312777700
5848,20170522,HSI,25391.33984,25391.33984,25318.28906,25450.03906,25201.33984,1410586000
5849,20170523,HSI,25403.15039,25403.15039,25415.57031,25486.98047,25307.26953,1758690200
5850,20170524,HSI,25428.5,25428.5,25382.25977,25428.5,25296.66016,1409941800
5851,20170525,HSI,25630.7793,25630.7793,25511.46094,25680.66992,25491.7793,1890794600
5852,20170526,HSI,25639.26953,25639.26953,25670.98047,25724.40039,25588.69922,1453713000
5853,20170529,HSI,25701.63086,25701.63086,25672.40039,25744.7207,25579.15039,1077784400
5854,20170530,HSI,25701.63086,25701.63086,25672.40039,25744.7207,25579.15039,1077784400
5855,20170531,HSI,25660.65039,25660.65039,25706.44922,25817.94922,25650.06055,2997857600
5856,20170601,HSI,25809.2207,25809.2207,25736.34961,25834.75,25614.60938,2017055200
5857,20170602,HSI,25924.05078,25924.05078,25926.06055,25973,25851.84961,1990193800
5858,20170605,HSI,25862.99023,25862.99023,25976.35938,25998.66016,25801.83984,1766176100
5859,20170606,HSI,25997.14063,25997.14063,25819.5293,26019.00977,25805.01953,1540428000
5860,20170607,HSI,25974.16016,25974.16016,26025.21094,26073.43945,25898.82031,1999503900
5861,20170608,HSI,26063.06055,26063.06055,25974,26069.98047,25923.21094,1633520700
5862,20170609,HSI,26030.28906,26030.28906,26090.33008,26090.33008,25922.67969,2889395400
5863,20170612,HSI,25708.03906,25708.03906,25925.44922,25957.7793,25689.23047,1614682000
5864,20170613,HSI,25852.09961,25852.09961,25826.51953,25883.2207,25722.63086,1316444700
5865,20170614,HSI,25875.90039,25875.90039,25915.46094,25915.46094,25713.01953,1449845600
5866,20170615,HSI,25565.33984,25565.33984,25772.2793,25772.2793,25565.33984,1658076900
5867,20170616,HSI,25626.49023,25626.49023,25601.81055,25719.9707,25557.80078,1699429200
5868,20170619,HSI,25924.55078,25924.55078,25736.19922,25939.7207,25735.07031,1116125500
5869,20170620,HSI,25843.03906,25843.03906,26028.42969,26043.09961,25833.92969,1251563600
5870,20170621,HSI,25694.58008,25694.58008,25752.26953,25846.51953,25575.98047,1699891000
5871,20170622,HSI,25674.5293,25674.5293,25597.46094,25867.93945,25597.46094,1553964400
5872,20170623,HSI,25670.05078,25670.05078,25724.2793,25770.36914,25648.76953,1302570300
5873,20170627,HSI,25839.99023,25839.99023,25911.19922,25929.60938,25780.68945,1182985800
5874,20170628,HSI,25683.5,25683.5,25735.21094,25821.35938,25625.71094,1652872300
5875,20170629,HSI,25965.41992,25965.41992,25872.92969,25965.41992,25814.80078,1748405000
5876,20170630,HSI,25764.58008,25764.58008,25679.64063,25816.25,25661.42969,1616948900
5877,20170703,HSI,25784.16992,25784.16992,25654.76953,25821.39063,25654.76953,1505017700
5878,20170704,HSI,25389.00977,25389.00977,25782.84961,25838.26953,25251.7207,2402054600
5879,20170705,HSI,25521.9707,25521.9707,25354.38086,25559.17969,25199.85938,1868195300
5880,20170706,HSI,25465.2207,25465.2207,25574.57031,25599.69922,25436.83008,1494486100
5881,20170707,HSI,25340.84961,25340.84961,25377.21094,25409.90039,25315.91016,1480481500
5882,20170710,HSI,25500.06055,25500.06055,25392.0293,25622.75,25331.94922,1743504600
5883,20170711,HSI,25877.64063,25877.64063,25605.18945,25941.4707,25596.21094,2230926300
5884,20170712,HSI,26043.64063,26043.64063,25991.34961,26147.30078,25991.34961,2695389200
5885,20170713,HSI,26346.16992,26346.16992,26340.28906,26383.75977,26255.31055,1971724000
5886,20170714,HSI,26389.23047,26389.23047,26416.67969,26416.67969,26295.99023,1744841800
5887,20170717,HSI,26470.58008,26470.58008,26572.91992,26618.66016,26353.83008,1837446700
5888,20170718,HSI,26524.93945,26524.93945,26489.51953,26540.16992,26381.14063,1872330800
5889,20170719,HSI,26672.16016,26672.16016,26561.81055,26682.64063,26541.56055,1346812900
5890,20170720,HSI,26740.21094,26740.21094,26770.48047,26794.17969,26632.98047,1408343500
5891,20170721,HSI,26706.08984,26706.08984,26777.43945,26778.41992,26663.25,1502400500
5892,20170724,HSI,26846.83008,26846.83008,26720.03906,26882,26674.5,1532468700
5893,20170725,HSI,26852.05078,26852.05078,26847.58008,26889.69922,26799.76953,1450948000
5894,20170726,HSI,26941.01953,26941.01953,26960.81055,27007.26953,26786.63086,2176480400
5895,20170727,HSI,27131.16992,27131.16992,27002.69922,27169.15039,26962.0293,1763945900
5896,20170728,HSI,26979.39063,26979.39063,27007.9707,27047.88086,26928.43945,1456040200
5897,20170731,HSI,27323.99023,27323.99023,27048.44922,27324.38086,27045.41016,1693214100
5898,20170801,HSI,27540.23047,27540.23047,27326.03906,27558,27326.03906,2392422600
5899,20170802,HSI,27607.38086,27607.38086,27645.2793,27747.34961,27570.5,2052633600
5900,20170803,HSI,27531.00977,27531.00977,27533.50977,27601.05078,27399.58008,1682624400
5901,20170804,HSI,27562.67969,27562.67969,27564.71094,27615.0293,27508.10938,1464939100
5902,20170807,HSI,27690.35938,27690.35938,27665.71094,27731.91992,27629.19922,1484632800
5903,20170808,HSI,27854.91016,27854.91016,27684.59961,27867.56055,27626.18945,1726572600
5904,20170810,HSI,27444,27444,27791.35938,27791.35938,27267.0293,2175962000
5905,20170811,HSI,26883.50977,26883.50977,27000.42969,27184.21094,26863.71094,3133494700
5906,20170814,HSI,27250.23047,27250.23047,27091.76953,27268.23047,27032.40039,1416372000
5907,20170815,HSI,27174.96094,27174.96094,27371.25,27438.41992,27174.96094,2735953400
5908,20170816,HSI,27409.07031,27409.07031,27238.81055,27422.30078,27238.81055,1771056700
5909,20170817,HSI,27344.2207,27344.2207,27610.28906,27624.51953,27302.48047,1795330700
5910,20170818,HSI,27047.57031,27047.57031,26999.59961,27236.32031,26951.91992,1691600400
5911,20170821,HSI,27154.67969,27154.67969,27100.63086,27221.31055,27086.42969,1770623000
5912,20170822,HSI,27401.66992,27401.66992,27322.19922,27509.06055,27316.08008,2049708500
5913,20170823,HSI,27401.66992,27401.66992,27322.19922,27509.06055,27316.08008,2049708500
5914,20170824,HSI,27518.59961,27518.59961,27642.23047,27642.23047,27485.86914,2691510500
5915,20170825,HSI,27848.16016,27848.16016,27539.10938,27878.36914,27480.10938,3791271400
5916,20170828,HSI,27863.28906,27863.28906,27905.58984,28071.58984,27806.05078,3019391000
5917,20170829,HSI,27765.00977,27765.00977,27744.58008,27839.83008,27638.73047,1717761500
5918,20170830,HSI,28094.60938,28094.60938,27957.74023,28127.90039,27912.82031,2142434100
5919,20170831,HSI,27970.30078,27970.30078,27934.44922,27994.06055,27861.48047,2795558800
5920,20170904,HSI,27740.25977,27740.25977,27881.71094,27884.46094,27662.28906,1626723800
5921,20170905,HSI,27741.34961,27741.34961,27797.43945,27871.75977,27685.30078,1237100600
5922,20170906,HSI,27613.75977,27613.75977,27671.56055,27684.25977,27421.78906,1666660000
5923,20170907,HSI,27522.91992,27522.91992,27817.86914,27817.86914,27492.82031,1779146800
5924,20170908,HSI,27668.4707,27668.4707,27571.58984,27708.08984,27569.13086,1416125500
5925,20170911,HSI,27955.13086,27955.13086,27877.68945,27976.98047,27859,1381742800
5926,20170912,HSI,27972.24023,27972.24023,28068.69922,28071.53906,27883.83008,1313208800
5927,20170913,HSI,27894.08008,27894.08008,27984.26953,27984.26953,27751.2793,1437295600
5928,20170914,HSI,27777.19922,27777.19922,27788.83984,27895.07031,27699.08984,1650316300
5929,20170915,HSI,27807.58984,27807.58984,27736.59961,27893.58008,27514.03906,2164173900
5930,20170918,HSI,28159.76953,28159.76953,27971.36914,28160.39063,27917.17969,1546268100
5931,20170919,HSI,28051.41016,28051.41016,28200.53906,28248.11914,28032.16992,1601237600
5932,20170920,HSI,28127.80078,28127.80078,28099.28906,28149.35938,28013.10938,1496733100
5933,20170921,HSI,28110.33008,28110.33008,28091.24023,28184.36914,28046.93945,1625346200
5934,20170922,HSI,27880.5293,27880.5293,27949.83008,27960.91992,27845.51953,1379309700
5935,20170925,HSI,27500.33984,27500.33984,27851.53906,27851.53906,27476.26953,1800222600
5936,20170926,HSI,27513.00977,27513.00977,27308.60938,27567.88086,27300.36914,1683566500
5937,20170927,HSI,27642.42969,27642.42969,27503.05078,27673.40039,27503.05078,1812425000
5938,20170928,HSI,27421.59961,27421.59961,27661.26953,27665.16016,27421.59961,1968973700
5939,20170929,HSI,27554.30078,27554.30078,27492.13086,27581.13086,27383.16016,1665527400
5940,20171002,HSI,27554.30078,27554.30078,27492.13086,27581.13086,27383.16016,1665527400
5941,20171003,HSI,28173.21094,28173.21094,27884.21094,28194.16016,27737.38086,3430577300
5942,20171004,HSI,28379.17969,28379.17969,28311.26953,28521.76953,28311.26953,2095400500
5943,20171005,HSI,28379.17969,28379.17969,28311.26953,28521.76953,28311.26953,2095400500
5944,20171006,HSI,28458.03906,28458.03906,28626.41016,28626.41016,28377.84961,1967890900
5945,20171009,HSI,28326.58984,28326.58984,28440.16992,28488.34961,28282.00977,1745232800
5946,20171010,HSI,28490.83008,28490.83008,28334.91992,28503.83984,28260.19922,1388761700
5947,20171011,HSI,28389.57031,28389.57031,28622.00977,28625.66016,28330.73047,1874745400
5948,20171012,HSI,28459.0293,28459.0293,28431.05078,28528.71094,28343.32031,1579431600
5949,20171013,HSI,28476.42969,28476.42969,28423.65039,28492.39063,28369.86914,1616416300
5950,20171016,HSI,28692.80078,28692.80078,28661.98047,28792.06055,28620.38086,1740653100
5951,20171017,HSI,28697.49023,28697.49023,28777.17969,28777.17969,28641.94922,1286878300
5952,20171019,HSI,28159.08984,28159.08984,28783.84961,28798.7793,28094.53906,2125428600
5953,20171020,HSI,28487.24023,28487.24023,28360.01953,28519.75977,28313.69922,1493189400
5954,20171023,HSI,28305.88086,28305.88086,28557.80078,28557.80078,28253.32031,1712055400
5955,20171024,HSI,28154.9707,28154.9707,28232.61914,28356.09961,28098.83008,1426893600
5956,20171025,HSI,28302.89063,28302.89063,28238.84961,28387.21094,28198.56055,1272809300
5957,20171026,HSI,28202.38086,28202.38086,28165.60938,28316.19922,28102.75,1431611800
5958,20171027,HSI,28438.84961,28438.84961,28332.91016,28494.51953,28305.73047,2255521100
5959,20171030,HSI,28336.18945,28336.18945,28585.15039,28650.82031,28336.18945,2133304700
5960,20171031,HSI,28245.53906,28245.53906,28247,28354.10938,28183.78906,2447177600
5961,20171101,HSI,28594.06055,28594.06055,28387.55078,28606.58984,28329.5,2316556900
5962,20171102,HSI,28518.64063,28518.64063,28604.94922,28643.58008,28492.19922,2151398900
5963,20171103,HSI,28603.60938,28603.60938,28603.50977,28661.28906,28542.66016,1576569100
5964,20171106,HSI,28596.80078,28596.80078,28616.34961,28650.78906,28137.76953,2260004000
5965,20171107,HSI,28994.33984,28994.33984,28715.40039,29017.40039,28715.07031,2128719800
5966,20171108,HSI,28907.59961,28907.59961,28950.5,29123.43945,28885.07031,1831425800
5967,20171109,HSI,29136.57031,29136.57031,28987.78906,29192.50977,28960.05078,1822998100
5968,20171110,HSI,29120.91992,29120.91992,29060.13086,29237.84961,29036.44922,1781772000
5969,20171113,HSI,29182.17969,29182.17969,29058.23047,29258.5,29058.23047,1786820800
5970,20171114,HSI,29152.11914,29152.11914,29272.09961,29320.0293,29143.63086,1697043600
5971,20171115,HSI,28851.68945,28851.68945,29026.10938,29106.49023,28851.68945,2046100400
5972,20171116,HSI,29018.75977,29018.75977,28963.76953,29095.49023,28877.75977,1501023200
5973,20171117,HSI,29199.03906,29199.03906,29214.35938,29341.91992,29158.34961,2068123000
5974,20171120,HSI,29260.31055,29260.31055,29227.08008,29299.86914,29089.58008,1619910000
5975,20171121,HSI,29818.07031,29818.07031,29369.68945,29818.07031,29343.48047,2467367300
5976,20171122,HSI,30003.49023,30003.49023,30087.18945,30199.68945,29911.07031,2474928600
5977,20171123,HSI,29707.93945,29707.93945,30033.17969,30169.99023,29593.78906,2099356300
5978,20171124,HSI,29866.32031,29866.32031,29788.17969,29918.91992,29696.58984,1534288700
5979,20171127,HSI,29686.18945,29686.18945,29857.65039,29859.10938,29610.96094,1485230700
5980,20171128,HSI,29680.84961,29680.84961,29608.64063,29687.44922,29334.58984,1744542000
5981,20171129,HSI,29623.83008,29623.83008,29813.93945,29831.18945,29563.39063,1434723600
5982,20171130,HSI,29177.34961,29177.34961,29340.26953,29353.50977,29127.30078,2435496800
5983,20171201,HSI,29074.24023,29074.24023,29261.31055,29345.9707,29028.75977,2086681200
5984,20171204,HSI,29138.2793,29138.2793,28951.18945,29343.7793,28803.18945,1624072100
5985,20171205,HSI,28842.80078,28842.80078,28898.58008,29124.24023,28838.11914,1439200300
5986,20171206,HSI,28224.80078,28224.80078,28850.35938,28929.21094,28204.5293,2605434400
5987,20171207,HSI,28303.18945,28303.18945,28366.14063,28478.33984,28134.92969,1782453900
5988,20171208,HSI,28639.84961,28639.84961,28400.00977,28705.75977,28344.39063,1747376700
5989,20171211,HSI,28965.28906,28965.28906,28645.41016,28998.50977,28645.41016,2127756300
5990,20171212,HSI,28793.88086,28793.88086,28972.74023,29066.76953,28745.73047,2135704400
5991,20171213,HSI,29222.09961,29222.09961,28856.7793,29276.66992,28707.59961,2574054200
5992,20171214,HSI,29166.38086,29166.38086,29335.75977,29367.50977,29047.60938,1959305700
5993,20171215,HSI,28848.10938,28848.10938,29000.10938,29017.66016,28738.83984,1999793000
5994,20171218,HSI,29050.41016,29050.41016,28923.5293,29143.33008,28821.18945,1637861800
5995,20171219,HSI,29253.66016,29253.66016,29193.74023,29339.10938,29144.16992,1633522100
5996,20171220,HSI,29234.08984,29234.08984,29199.28906,29326.51953,29159.2793,1308865200
5997,20171221,HSI,29367.06055,29367.06055,29209.64063,29431.81055,29145.13086,1440980300
5998,20171222,HSI,29578.00977,29578.00977,29505.05078,29578.00977,29413.85938,1282144300
5999,20171226,HSI,29578.00977,29578.00977,29505.05078,29578.00977,29413.85938,1282144300
6000,20171227,HSI,29597.66016,29597.66016,29632.9707,29693.82031,29516.50977,1725832000
6001,20171228,HSI,29863.71094,29863.71094,29684.78906,29873.09961,29661.06055,1339575400
6002,20171229,HSI,29919.15039,29919.15039,29914.05078,29997.96094,29849.31055,1365770800
6003,20180102,HSI,30515.31055,30515.31055,30028.28906,30515.31055,30028.28906,2442333400
6004,20180103,HSI,30560.94922,30560.94922,30658.73047,30724.32031,30456.75977,2309467700
6005,20180104,HSI,30736.48047,30736.48047,30691.71094,30796.92969,30560.42969,2995571100
6006,20180105,HSI,30814.64063,30814.64063,30893.85938,30911.00977,30638.5293,2263930100
6007,20180108,HSI,30899.5293,30899.5293,30895.08984,30929.15039,30732.53906,2004162500
6008,20180109,HSI,31011.41016,31011.41016,30933.50977,31056.69922,30852.42969,2004940800
6009,20180110,HSI,31073.7207,31073.7207,31009.24023,31267.57031,30928.58008,2595365800
6010,20180111,HSI,31120.39063,31120.39063,31066.21094,31133.17969,30950.07031,1794778900
6011,20180112,HSI,31412.53906,31412.53906,31298.05078,31412.53906,31198.35938,2327417400
6012,20180115,HSI,31338.86914,31338.86914,31702.56055,31733.17969,31265.25,2664144600
6013,20180116,HSI,31904.75,31904.75,31423.61914,31904.75,31423.61914,3097059200
6014,20180117,HSI,31983.41016,31983.41016,31825.51953,31983.41016,31642.26953,3999243800
6015,20180118,HSI,32121.93945,32121.93945,32148.44922,32233.81055,31869.69922,3741499700
6016,20180119,HSI,32254.89063,32254.89063,32142.16016,32254.89063,31986,2906627500
6017,20180122,HSI,32393.41016,32393.41016,32276.96094,32417.23047,32046.83984,2880231400
6018,20180123,HSI,32930.69922,32930.69922,32606.14063,32930.69922,32554.23047,3954770600
6019,20180124,HSI,32958.69141,32958.69141,32907.23047,33018.71094,32728.50977,3897512100
6020,20180125,HSI,32654.44922,32654.44922,32979.37891,32998.05078,32650.2207,3554766400
6021,20180126,HSI,33154.12109,33154.12109,32836.28125,33223.57813,32794.12891,3892652400
6022,20180129,HSI,32966.89063,32966.89063,33335.48047,33484.07813,32897.03906,3605090600
6023,20180130,HSI,32607.28906,32607.28906,32751.7207,32976.75,32501.34961,3177122400
6024,20180131,HSI,32887.26953,32887.26953,32435.75977,32933.98047,32330.39063,3314255500
6025,20180201,HSI,32642.08984,32642.08984,32950.30078,33048.03906,32642.08984,2769125200
6026,20180202,HSI,32601.7793,32601.7793,32569.00977,32778.51172,32321.41992,2571367100
6027,20180205,HSI,32245.2207,32245.2207,31715.56055,32394.86914,31712.01953,3135015100
6028,20180206,HSI,30595.41992,30595.41992,31028.67969,31286.0293,30577.83008,5531270100
6029,20180207,HSI,30323.19922,30323.19922,31378.34961,31472.4707,30292.15039,4620281500
6030,20180208,HSI,30451.26953,30451.26953,30555.80078,30739.10938,30251.32031,3145081200
6031,20180209,HSI,29507.41992,29507.41992,29679.21094,29679.21094,29129.25977,5171294500
6032,20180212,HSI,29459.63086,29459.63086,29713.08008,29801.51953,29459.63086,2815461600
6033,20180213,HSI,29839.5293,29839.5293,29850.15039,30169,29783.09961,2709197500
6034,20180214,HSI,30515.59961,30515.59961,30024.4707,30637.23047,29968.53906,2408651200
6035,20180215,HSI,31115.42969,31115.42969,30958.71094,31145.09961,30816.65039,2070618100
6036,20180219,HSI,31115.42969,31115.42969,30958.71094,31145.09961,30816.65039,2070618100
6037,20180220,HSI,30873.63086,30873.63086,31165.28906,31339.68945,30720.48047,2033432100
6038,20180221,HSI,31431.89063,31431.89063,31050.51953,31477.84961,30885.94922,1933845300
6039,20180222,HSI,30965.67969,30965.67969,31084.44922,31195.26953,30930.09961,2391326700
6040,20180223,HSI,31267.16992,31267.16992,31289.08008,31386.81055,31149.32031,1667179100
6041,20180226,HSI,31498.59961,31498.59961,31528.28906,31567.46094,31273.94922,2025591300
6042,20180227,HSI,31268.66016,31268.66016,31790.84961,31798.98047,31141.51953,2579124300
6043,20180228,HSI,30844.7207,30844.7207,31037.41016,31061.75977,30703.90039,2407877200
6044,20180301,HSI,31044.25,31044.25,30476.99023,31081.67969,30453.82031,2116269800
6045,20180302,HSI,30583.44922,30583.44922,30611.09961,30670.93945,30477.94922,2955637100
6046,20180305,HSI,29886.39063,29886.39063,30524.25977,30679.4707,29852.41992,2279546200
6047,20180306,HSI,30510.73047,30510.73047,30380.96094,30620.06055,30129.80078,2270403000
6048,20180307,HSI,30196.91992,30196.91992,30323.76953,30673.08008,30117.40039,2135337500
6049,20180308,HSI,30654.51953,30654.51953,30523.67969,30724.0293,30428.60938,1529390000
6050,20180309,HSI,30996.21094,30996.21094,30858.26953,30996.21094,30840.80078,1470749100
6051,20180312,HSI,31594.33008,31594.33008,31536.30078,31607.58008,31342.48047,2173275800
6052,20180313,HSI,31601.44922,31601.44922,31570.19922,31709.99023,31461.4707,2111965400
6053,20180314,HSI,31435.00977,31435.00977,31321.78906,31453.48047,31141.84961,1707584900
6054,20180315,HSI,31541.09961,31541.09961,31181.15039,31583.38086,31121.66016,1496758200
6055,20180316,HSI,31501.9707,31501.9707,31363.0293,31564.7793,31337.44922,2345452800
6056,20180319,HSI,31513.75977,31513.75977,31370.4707,31656.30078,31244.61914,1440844700
6057,20180320,HSI,31549.92969,31549.92969,31315.41992,31576.05078,31183.40039,1746878600
